comp,season,round,date,home,away,home_score,away_score,neutral,match_id,result
world_cup,2022,Group stage,29/11/2022,Wales,England,0,3,1,d9bee77483a0,A
world_cup,2022,Group stage,30/11/2022,Poland,Argentina,0,2,1,46a05dc4682f,A
world_cup,2022,Group stage,30/11/2022,Saudi Arabia,Mexico,1,2,1,bec75ab1ae8a,A
world_cup,2022,Group stage,30/11/2022,Tunisia,France,1,0,1,915f6b3c416a,H
world_cup,2022,Group stage,30/11/2022,Australia,Denmark,1,0,1,e9f16990d2b4,H
world_cup,2022,Group stage,1/12/2022,Canada,Morocco,1,2,1,c425589d5b6c,A
world_cup,2022,Group stage,1/12/2022,Costa Rica,Germany,2,4,1,045e6d86ad09,A
world_cup,2022,Group stage,1/12/2022,Japan,Spain,2,1,1,c3a8a6e56b02,H
world_cup,2022,Group stage,1/12/2022,Croatia,Belgium,0,0,1,ef6cd72aa27a,D
world_cup,2022,Group stage,2/12/2022,Serbia,Switzerland,2,3,1,526b58679d08,A
world_cup,2022,Group stage,2/12/2022,Cameroon,Brazil,1,0,1,68590f925248,H
world_cup,2022,Group stage,2/12/2022,Ghana,Uruguay,0,2,1,b68fa43e3fff,A
world_cup,2022,Group stage,2/12/2022,South Korea,Portugal,2,1,1,67bb83581142,H
world_cup,2022,Round of 16,3/12/2022,Argentina,Australia,2,1,1,0b17d9f22b1b,H
world_cup,2022,Round of 16,3/12/2022,Netherlands,USA,3,1,1,148b4bddab1a,H
world_cup,2022,Round of 16,4/12/2022,France,Poland,3,1,1,18ac59298c07,H
world_cup,2022,Round of 16,4/12/2022,England,Senegal,3,0,1,9ed5c0340e2b,H
world_cup,2022,Round of 16,5/12/2022,Brazil,South Korea,4,1,1,e4c31052cb71,H
world_cup,2022,Round of 16,5/12/2022,Japan,Croatia,1,1,1,afa4749e4354,D
world_cup,2022,Round of 16,6/12/2022,Morocco,Spain,0,0,1,a53b23f4ee60,D
world_cup,2022,Round of 16,6/12/2022,Portugal,Switzerland,6,1,1,37e8e263b98d,H
world_cup,2022,Quarter-finals,9/12/2022,Netherlands,Argentina,2,2,1,7549c0601694,D
world_cup,2022,Quarter-finals,9/12/2022,Croatia,Brazil,1,1,1,2874b4e96968,D
world_cup,2022,Quarter-finals,10/12/2022,England,France,1,2,1,bbdfd7d189d7,A
world_cup,2022,Quarter-finals,10/12/2022,Morocco,Portugal,1,0,1,c8b2205b9835,H
world_cup,2022,Semi-finals,13/12/2022,Argentina,Croatia,3,0,1,e218bf913167,H
world_cup,2022,Semi-finals,14/12/2022,France,Morocco,2,0,1,a16f26d4c2d0,H
world_cup,2022,Third-place match,17/12/2022,Croatia,Morocco,2,1,1,9f8308587563,H
world_cup,2022,Final,18/12/2022,Argentina,France,3,3,1,01c05e2ef904,D
